Sector,Stock_Name,Yahoo_Symbol
METAL,Hindalco Industries Ltd.,HINDALCO.NS
METAL,Hindustan Copper Ltd.,HINDCOPPER.NS
METAL,Hindustan Zinc Ltd.,HINDZINC.NS
METAL,JSW Steel Ltd.,JSWSTEEL.NS
METAL,Jindal Stainless Ltd.,JSL.NS
METAL,Jindal Steel Ltd.,JINDALSTEL.NS
METAL,Lloyds Metals And Energy Ltd.,LLOYDSME.NS
METAL,NMDC Ltd.,NMDC.NS
METAL,National Aluminium Co. Ltd.,NATIONALUM.NS
METAL,Steel Authority of India Ltd.,SAIL.NS
METAL,Tata Steel Ltd.,TATASTEEL.NS
METAL,Vedanta Ltd.,VEDL.NS
METAL,Welspun Corp Ltd.,WELCORP.NS
MIDSMALL_FINANCIAL_SERVICES,360 ONE WAM Ltd.,360ONE.NS
MIDSMALL_FINANCIAL_SERVICES,AU Small Finance Bank Ltd.,AUBANK.NS
MIDSMALL_FINANCIAL_SERVICES,Aditya Birla Capital Ltd.,ABCAPITAL.NS
MIDSMALL_FINANCIAL_SERVICES,Angel One Ltd.,ANGELONE.NS
MIDSMALL_FINANCIAL_SERVICES,BSE Ltd.,BSE.NS
MIDSMALL_FINANCIAL_SERVICES,Bandhan Bank Ltd.,BANDHANBNK.NS
MIDSMALL_FINANCIAL_SERVICES,Bank of India,BANKINDIA.NS
MIDSMALL_FINANCIAL_SERVICES,Central Depository Services (India) Ltd.,CDSL.NS
MIDSMALL_FINANCIAL_SERVICES,Computer Age Management Services Ltd.,CAMS.NS
MIDSMALL_FINANCIAL_SERVICES,Federal Bank Ltd.,FEDERALBNK.NS
MIDSMALL_FINANCIAL_SERVICES,Housing & Urban Development Corporation Ltd.,HUDCO.NS
MIDSMALL_FINANCIAL_SERVICES,ICICI Lombard General Insurance Company Ltd.,ICICIGI.NS
MIDSMALL_FINANCIAL_SERVICES,ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI.NS
MIDSMALL_FINANCIAL_SERVICES,IDFC First Bank Ltd.,IDFCFIRSTB.NS
MIDSMALL_FINANCIAL_SERVICES,Indian Bank,INDIANB.NS
MIDSMALL_FINANCIAL_SERVICES,Indian Energy Exchange Ltd.,IEX.NS
MIDSMALL_FINANCIAL_SERVICES,IndusInd Bank Ltd.,INDUSINDBK.NS
MIDSMALL_FINANCIAL_SERVICES,Kfin Technologies Ltd.,KFINTECH.NS
MIDSMALL_FINANCIAL_SERVICES,L&T Finance Ltd.,LTF.NS
MIDSMALL_FINANCIAL_SERVICES,LIC Housing Finance Ltd.,LICHSGFIN.NS
MIDSMALL_FINANCIAL_SERVICES,Life Insurance Corporation of India,LICI.NS
MIDSMALL_FINANCIAL_SERVICES,Manappuram Finance Ltd.,MANAPPURAM.NS
MIDSMALL_FINANCIAL_SERVICES,Max Financial Services Ltd.,MFSL.NS
MIDSMALL_FINANCIAL_SERVICES,Multi Commodity Exchange of India Ltd.,MCX.NS
MIDSMALL_FINANCIAL_SERVICES,One 97 Communications Ltd.,PAYTM.NS
MIDSMALL_FINANCIAL_SERVICES,PB Fintech Ltd.,POLICYBZR.NS
MIDSMALL_FINANCIAL_SERVICES,PNB Housing Finance Ltd.,PNBHOUSING.NS
MIDSMALL_FINANCIAL_SERVICES,RBL Bank Ltd.,RBLBANK.NS
MIDSMALL_FINANCIAL_SERVICES,SBI Cards and Payment Services Ltd.,SBICARD.NS
MIDSMALL_FINANCIAL_SERVICES,Yes Bank Ltd.,YESBANK.NS
MIDSMALL_HEALTHCARE,Abbott India Ltd.,ABBOTINDIA.NS
MIDSMALL_HEALTHCARE,Acutaas Chemicals Ltd.,ACUTAAS.NS
MIDSMALL_HEALTHCARE,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS
MIDSMALL_HEALTHCARE,Alkem Laboratories Ltd.,ALKEM.NS
MIDSMALL_HEALTHCARE,Aster DM Quality Care Ltd.,ASTERDM.NS
MIDSMALL_HEALTHCARE,Aurobindo Pharma Ltd.,AUROPHARMA.NS
MIDSMALL_HEALTHCARE,Biocon Ltd.,BIOCON.NS
MIDSMALL_HEALTHCARE,Cohance Lifesciences Ltd.,COHANCE.NS
MIDSMALL_HEALTHCARE,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS
MIDSMALL_HEALTHCARE,Fortis Healthcare Ltd.,FORTIS.NS
MIDSMALL_HEALTHCARE,Gland Pharma Ltd.,GLAND.NS
MIDSMALL_HEALTHCARE,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO.NS
MIDSMALL_HEALTHCARE,Glenmark Pharmaceuticals Ltd.,GLENMARK.NS
MIDSMALL_HEALTHCARE,Global Health Ltd.,MEDANTA.NS
MIDSMALL_HEALTHCARE,Granules India Ltd.,GRANULES.NS
MIDSMALL_HEALTHCARE,Ipca Laboratories Ltd.,IPCALAB.NS
MIDSMALL_HEALTHCARE,Krishna Institute of Medical Sciences Ltd.,KIMS.NS
MIDSMALL_HEALTHCARE,Laurus Labs Ltd.,LAURUSLABS.NS
MIDSMALL_HEALTHCARE,Lupin Ltd.,LUPIN.NS
MIDSMALL_HEALTHCARE,Mankind Pharma Ltd.,MANKIND.NS
MIDSMALL_HEALTHCARE,NATCO Pharma Ltd.,NATCOPHARM.NS
MIDSMALL_HEALTHCARE,Narayana Hrudayalaya Ltd.,NH.NS
MIDSMALL_HEALTHCARE,Neuland Laboratories Ltd.,NEULANDLAB.NS
MIDSMALL_HEALTHCARE,Onesource Specialty Pharma Ltd.,ONESOURCE.NS
MIDSMALL_HEALTHCARE,Pfizer Ltd.,PFIZER.NS
MIDSMALL_HEALTHCARE,Piramal Pharma Ltd.,PPLPHARMA.NS
MIDSMALL_HEALTHCARE,Poly Medicure Ltd.,POLYMED.NS
MIDSMALL_HEALTHCARE,Sai Life Sciences Ltd.,SAILIFE.NS
MIDSMALL_HEALTHCARE,Syngene International Ltd.,SYNGENE.NS
MIDSMALL_HEALTHCARE,Wockhardt Ltd.,WOCKPHARMA.NS
MIDSMALL_IT_TELECOM,Affle 3i Ltd.,AFFLE.NS
MIDSMALL_IT_TELECOM,Bharti Hexacom Ltd.,BHARTIHEXA.NS
MIDSMALL_IT_TELECOM,Coforge Ltd.,COFORGE.NS
MIDSMALL_IT_TELECOM,Cyient Ltd.,CYIENT.NS
MIDSMALL_IT_TELECOM,HFCL Ltd.,HFCL.NS
MIDSMALL_IT_TELECOM,Hexaware Technologies Ltd.,HEXT.NS
MIDSMALL_IT_TELECOM,Indus Towers Ltd.,INDUSTOWER.NS
MIDSMALL_IT_TELECOM,Intellect Design Arena Ltd.,INTELLECT.NS
MIDSMALL_IT_TELECOM,KPIT Technologies Ltd.,KPITTECH.NS
MIDSMALL_IT_TELECOM,L&T Technology Services Ltd.,LTTS.NS
MIDSMALL_IT_TELECOM,MphasiS Ltd.,MPHASIS.NS
MIDSMALL_IT_TELECOM,Oracle Financial Services Software Ltd.,OFSS.NS
MIDSMALL_IT_TELECOM,Persistent Systems Ltd.,PERSISTENT.NS
MIDSMALL_IT_TELECOM,Sagility Ltd.,SAGILITY.NS
MIDSMALL_IT_TELECOM,Sonata Software Ltd.,SONATSOFTW.NS
MIDSMALL_IT_TELECOM,Tata Communications Ltd.,TATACOMM.NS
MIDSMALL_IT_TELECOM,Tata Elxsi Ltd.,TATAELXSI.NS
MIDSMALL_IT_TELECOM,Tata Technologies Ltd.,TATATECH.NS
MIDSMALL_IT_TELECOM,Vodafone Idea Ltd.,IDEA.NS
MIDSMALL_IT_TELECOM,Zensar Technolgies Ltd.,ZENSARTECH.NS
NBFC,Authum Investment & Infrastructure Ltd.,AIIL.NS
NBFC,Bajaj Finance Ltd.,BAJFINANCE.NS
NBFC,Capri Global Capital Ltd.,CGCL.NS
NBFC,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS
NBFC,Fedbank Financial Services Ltd.,FEDFINA.NS
NBFC,Five-Star Business Finance Ltd.,FIVESTAR.NS
NBFC,HDB Financial Services Ltd.,HDBFS.NS
NBFC,IIFL Finance Ltd.,IIFL.NS
NBFC,L&T Finance Ltd.,LTF.NS
NBFC,Mahindra & Mahindra Financial Services Ltd.,M&MFIN.NS
NBFC,Manappuram Finance Ltd.,MANAPPURAM.NS
NBFC,Muthoot Finance Ltd.,MUTHOOTFIN.NS
NBFC,Piramal Finance Ltd.,PIRAMALFIN.NS
NBFC,Poonawalla Fincorp Ltd.,POONAWALLA.NS
NBFC,SBFC Finance Ltd.,SBFC.NS
NBFC,SBI Cards and Payment Services Ltd.,SBICARD.NS
NBFC,Shriram Finance Ltd.,SHRIRAMFIN.NS
NBFC,Sundaram Finance Ltd.,SUNDARMFIN.NS
NBFC,Tata Capital Ltd.,TATACAP.NS
NIFTY500_HEALTHCARE,Abbott India Ltd.,ABBOTINDIA.NS
NIFTY500_HEALTHCARE,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS
NIFTY500_HEALTHCARE,Alembic Pharmaceuticals Ltd.,APLLTD.NS
NIFTY500_HEALTHCARE,Alivus Life Sciences Ltd.,ALIVUS.NS
NIFTY500_HEALTHCARE,Alkem Laboratories Ltd.,ALKEM.NS
NIFTY500_HEALTHCARE,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS
NIFTY500_HEALTHCARE,Aster DM Healthcare Ltd.,ASTERDM.NS
NIFTY500_HEALTHCARE,AstraZenca Pharma India Ltd.,ASTRAZEN.NS
NIFTY500_HEALTHCARE,Aurobindo Pharma Ltd.,AUROPHARMA.NS
NIFTY500_HEALTHCARE,Biocon Ltd.,BIOCON.NS
NIFTY500_HEALTHCARE,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS
NIFTY500_HEALTHCARE,Cipla Ltd.,CIPLA.NS
NIFTY500_HEALTHCARE,Cohance Lifesciences Ltd.,COHANCE.NS
NIFTY500_HEALTHCARE,Concord Biotech Ltd.,CONCORDBIO.NS
NIFTY500_HEALTHCARE,Divi's Laboratories Ltd.,DIVISLAB.NS
NIFTY500_HEALTHCARE,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS
NIFTY500_HEALTHCARE,Dr. Reddy's Laboratories Ltd.,DRREDDY.NS
NIFTY500_HEALTHCARE,Emcure Pharmaceuticals Ltd.,EMCURE.NS
NIFTY500_HEALTHCARE,Eris Lifesciences Ltd.,ERIS.NS
NIFTY500_HEALTHCARE,Fortis Healthcare Ltd.,FORTIS.NS
NIFTY500_HEALTHCARE,Gland Pharma Ltd.,GLAND.NS
NIFTY500_HEALTHCARE,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO.NS
NIFTY500_HEALTHCARE,Glenmark Pharmaceuticals Ltd.,GLENMARK.NS
NIFTY500_HEALTHCARE,Global Health Ltd.,MEDANTA.NS
NIFTY500_HEALTHCARE,Granules India Ltd.,GRANULES.NS
NIFTY500_HEALTHCARE,Indegene Ltd.,INDGN.NS
NIFTY500_HEALTHCARE,Ipca Laboratories Ltd.,IPCALAB.NS
NIFTY500_HEALTHCARE,J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM.NS
NIFTY500_HEALTHCARE,Jubilant Pharmova Ltd.,JUBLPHARMA.NS
NIFTY500_HEALTHCARE,Krishna Institute of Medical Sciences Ltd.,KIMS.NS
NIFTY500_HEALTHCARE,Laurus Labs Ltd.,LAURUSLABS.NS
NIFTY500_HEALTHCARE,Lupin Ltd.,LUPIN.NS
NIFTY500_HEALTHCARE,Mankind Pharma Ltd.,MANKIND.NS
NIFTY500_HEALTHCARE,Max Healthcare Institute Ltd.,MAXHEALTH.NS
NIFTY500_HEALTHCARE,Metropolis Healthcare Ltd.,METROPOLIS.NS
NIFTY500_HEALTHCARE,NATCO Pharma Ltd.,NATCOPHARM.NS
NIFTY500_HEALTHCARE,Narayana Hrudayalaya Ltd.,NH.NS
NIFTY500_HEALTHCARE,Neuland Laboratories Ltd.,NEULANDLAB.NS
NIFTY500_HEALTHCARE,Pfizer Ltd.,PFIZER.NS
NIFTY500_HEALTHCARE,Piramal Pharma Ltd.,PPLPHARMA.NS
NIFTY500_HEALTHCARE,Poly Medicure Ltd.,POLYMED.NS
NIFTY500_HEALTHCARE,Rainbow Childrens Medicare Ltd.,RAINBOW.NS
NIFTY500_HEALTHCARE,Sai Life Sciences Ltd.,SAILIFE.NS
NIFTY500_HEALTHCARE,Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS
NIFTY500_HEALTHCARE,Syngene International Ltd.,SYNGENE.NS
NIFTY500_HEALTHCARE,Torrent Pharmaceuticals Ltd.,TORNTPHARM.NS
NIFTY500_HEALTHCARE,Vijaya Diagnostic Centre Ltd.,VIJAYA.NS
NIFTY500_HEALTHCARE,Zydus Lifesciences Ltd.,ZYDUSLIFE.NS
OIL_GAS,Adani Total Gas Ltd.,ATGL.NS
OIL_GAS,Aegis Logistics Ltd.,AEGISLOG.NS
OIL_GAS,Aegis Vopak Terminals Ltd.,AEGISVOPAK.NS
OIL_GAS,Bharat Petroleum Corporation Ltd.,BPCL.NS
OIL_GAS,Castrol India Ltd.,CASTROLIND.NS
OIL_GAS,Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS
OIL_GAS,GAIL (India) Ltd.,GAIL.NS
OIL_GAS,Hindustan Petroleum Corporation Ltd.,HINDPETRO.NS
OIL_GAS,Indian Oil Corporation Ltd.,IOC.NS
OIL_GAS,Indraprastha Gas Ltd.,IGL.NS
OIL_GAS,Mahanagar Gas Ltd.,MGL.NS
OIL_GAS,Oil & Natural Gas Corporation Ltd.,ONGC.NS
OIL_GAS,Oil India Ltd.,OIL.NS
OIL_GAS,Petronet LNG Ltd.,PETRONET.NS
OIL_GAS,Reliance Industries Ltd.,RELIANCE.NS
PHARMA,Abbott India Ltd.,ABBOTINDIA.NS
PHARMA,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS
PHARMA,Alkem Laboratories Ltd.,ALKEM.NS
PHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS
PHARMA,Biocon Ltd.,BIOCON.NS
PHARMA,Cipla Ltd.,CIPLA.NS
PHARMA,Divi's Laboratories Ltd.,DIVISLAB.NS
PHARMA,Dr. Reddy's Laboratories Ltd.,DRREDDY.NS
PHARMA,Gland Pharma Ltd.,GLAND.NS
PHARMA,Glenmark Pharmaceuticals Ltd.,GLENMARK.NS
PHARMA,Ipca Laboratories Ltd.,IPCALAB.NS
PHARMA,Laurus Labs Ltd.,LAURUSLABS.NS
PHARMA,Lupin Ltd.,LUPIN.NS
PHARMA,Mankind Pharma Ltd.,MANKIND.NS
PHARMA,Piramal Pharma Ltd.,PPLPHARMA.NS
PHARMA,Sai Life Sciences Ltd.,SAILIFE.NS
PHARMA,Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS
PHARMA,Torrent Pharmaceuticals Ltd.,TORNTPHARM.NS
PHARMA,Wockhardt Ltd.,WOCKPHARMA.NS
PHARMA,Zydus Lifesciences Ltd.,ZYDUSLIFE.NS
POWER,ACME Solar Holdings Ltd.,ACMESOLAR.NS
POWER,Adani Energy Solutions Ltd.,ADANIENSOL.NS
POWER,Adani Green Energy Ltd.,ADANIGREEN.NS
POWER,Adani Power Ltd.,ADANIPOWER.NS
POWER,CESC Ltd.,CESC.NS
POWER,GMR Power and Urban Infra Ltd.,GMRP&UI.NS
POWER,JSW Energy Ltd.,JSWENERGY.NS
POWER,Jaiprakash Power Ventures Ltd.,JPPOWER.NS
POWER,KPI Green Energy Ltd.,KPIGREEN.NS
POWER,NHPC Ltd.,NHPC.NS
POWER,NLC India Ltd.,NLCINDIA.NS
POWER,NTPC Green Energy Ltd.,NTPCGREEN.NS
POWER,NTPC Ltd.,NTPC.NS
POWER,Nava Ltd.,NAVA.NS
POWER,PTC India Ltd.,PTC.NS
POWER,Power Grid Corporation of India Ltd.,POWERGRID.NS
POWER,RattanIndia Power Ltd.,RTNPOWER.NS
POWER,Reliance Power Ltd.,RPOWER.NS
POWER,SJVN Ltd.,SJVN.NS
POWER,Tata Power Co. Ltd.,TATAPOWER.NS
POWER,Torrent Power Ltd.,TORNTPOWER.NS
PRIVATE_BANK,Axis Bank Ltd.,AXISBANK.NS
PRIVATE_BANK,Bandhan Bank Ltd.,BANDHANBNK.NS
PRIVATE_BANK,Federal Bank Ltd.,FEDERALBNK.NS
PRIVATE_BANK,HDFC Bank Ltd.,HDFCBANK.NS
PRIVATE_BANK,ICICI Bank Ltd.,ICICIBANK.NS
PRIVATE_BANK,IDFC First Bank Ltd.,IDFCFIRSTB.NS
PRIVATE_BANK,IndusInd Bank Ltd.,INDUSINDBK.NS
PRIVATE_BANK,Kotak Mahindra Bank Ltd.,KOTAKBANK.NS
PRIVATE_BANK,RBL Bank Ltd.,RBLBANK.NS
PRIVATE_BANK,Yes Bank Ltd.,YESBANK.NS
PSU_BANK,Bank of Baroda,BANKBARODA.NS
PSU_BANK,Bank of India,BANKINDIA.NS
PSU_BANK,Bank of Maharashtra,MAHABANK.NS
PSU_BANK,Canara Bank,CANBK.NS
PSU_BANK,Central Bank of India,CENTRALBK.NS
PSU_BANK,Indian Bank,INDIANB.NS
PSU_BANK,Indian Overseas Bank,IOB.NS
PSU_BANK,Punjab & Sind Bank,PSB.NS
PSU_BANK,Punjab National Bank,PNB.NS
PSU_BANK,State Bank of India,SBIN.NS
PSU_BANK,UCO Bank,UCOBANK.NS
PSU_BANK,Union Bank of India,UNIONBANK.NS
REALTY,Aditya Birla Real Estate Ltd.,ABREL.NS
REALTY,Anant Raj Ltd.,ANANTRAJ.NS
REALTY,Brigade Enterprises Ltd.,BRIGADE.NS
REALTY,DLF Ltd.,DLF.NS
REALTY,Godrej Properties Ltd.,GODREJPROP.NS
REALTY,Lodha Developers Ltd.,LODHA.NS
REALTY,Oberoi Realty Ltd.,OBEROIRLTY.NS
REALTY,Phoenix Mills Ltd.,PHOENIXLTD.NS
REALTY,Prestige Estates Projects Ltd.,PRESTIGE.NS
REALTY,Sobha Ltd.,SOBHA.NS
REITS_REALTY,Aditya Birla Real Estate Ltd.,ABREL.NS
REITS_REALTY,Anant Raj Ltd.,ANANTRAJ.NS
REITS_REALTY,Brigade Enterprises Ltd.,BRIGADE.NS
REITS_REALTY,Brookfield India Real Estate Trust,BIRET.NS
REITS_REALTY,DLF Ltd.,DLF.NS
REITS_REALTY,EMBASSY OFFICE PARKS REIT,EMBASSY.NS
REITS_REALTY,Godrej Properties Ltd.,GODREJPROP.NS
REITS_REALTY,Knowledge Realty Trust,KRT.NS
REITS_REALTY,Lodha Developers Ltd.,LODHA.NS
REITS_REALTY,MINDSPACE BUSINESS PARKS REIT,MINDSPACE.NS
REITS_REALTY,Nexus Select Trust,NXST.NS
REITS_REALTY,Oberoi Realty Ltd.,OBEROIRLTY.NS
REITS_REALTY,Phoenix Mills Ltd.,PHOENIXLTD.NS
REITS_REALTY,Prestige Estates Projects Ltd.,PRESTIGE.NS
REITS_REALTY,Sobha Ltd.,SOBHA.NS
RETAIL,Aditya Birla Fashion and Retail Ltd.,ABFRL.NS
RETAIL,Aditya Birla Lifestyle Brands Ltd.,ABLBL.NS
RETAIL,Aditya Vision Ltd.,AVL.NS
RETAIL,Arvind Fashions Ltd.,ARVINDFASN.NS
RETAIL,Avenue Supermarts Ltd.,DMART.NS
RETAIL,Brainbees Solutions Ltd.,FIRSTCRY.NS
RETAIL,Cartrade Tech Ltd.,CARTRADE.NS
RETAIL,Crizac Ltd.,CRIZAC.NS
RETAIL,Electronics Mart India Ltd.,EMIL.NS
RETAIL,Entero Healthcare Solutions Ltd.,ENTERO.NS
RETAIL,Eternal Ltd.,ETERNAL.NS
RETAIL,FSN E-Commerce Ventures Ltd.,NYKAA.NS
RETAIL,Indiamart Intermesh Ltd.,INDIAMART.NS
RETAIL,Info Edge (India) Ltd.,NAUKRI.NS
RETAIL,Justdial Ltd.,JUSTDIAL.NS
RETAIL,Lenskart Solutions Ltd.,LENSKART.NS
RETAIL,Medplus Health Services Ltd.,MEDPLUS.NS
RETAIL,Meesho Ltd.,MEESHO.NS
RETAIL,RattanIndia Enterprises Ltd.,RTNINDIA.NS
RETAIL,Swiggy Ltd.,SWIGGY.NS
RETAIL,Trent Ltd.,TRENT.NS
RETAIL,Urban Company Ltd.,URBANCO.NS
RETAIL,V-Mart Retail Ltd.,VMART.NS
RETAIL,V2 Retail Ltd.,V2RETAIL.NS
RETAIL,Vedant Fashions Ltd.,MANYAVAR.NS
RETAIL,Vishal Mega Mart Ltd.,VMM.NS
TELECOMMUNICATIONS,Bharti Airtel Ltd.,BHARTIARTL.NS
TELECOMMUNICATIONS,Bharti Hexacom Ltd.,BHARTIHEXA.NS
TELECOMMUNICATIONS,HFCL Ltd.,HFCL.NS
TELECOMMUNICATIONS,ITI Ltd.,ITI.NS
TELECOMMUNICATIONS,Indus Towers Ltd.,INDUSTOWER.NS
TELECOMMUNICATIONS,Optiemus Infracom Ltd.,OPTIEMUS.NS
TELECOMMUNICATIONS,Railtel Corporation Of India Ltd.,RAILTEL.NS
TELECOMMUNICATIONS,Route Mobile Ltd.,ROUTE.NS
TELECOMMUNICATIONS,Sterlite Technologies Ltd.,STLTECH.NS
TELECOMMUNICATIONS,Tata Communications Ltd.,TATACOMM.NS
TELECOMMUNICATIONS,Tata Teleservices (Maharashtra) Ltd.,TTML.NS
TELECOMMUNICATIONS,Tejas Networks Ltd.,TEJASNET.NS
TELECOMMUNICATIONS,Vodafone Idea Ltd.,IDEA.NS
